swi_issue_id,issue_name,issue_description,Year,Quarter,LDA_frequency
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2023,1,969
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2023,4,1001
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2024,3,978
6,Education,"Education subtopics, education appropriations, and education policy",2010,2,1059
6,Education,"Education subtopics, education appropriations, and education policy",2011,1,983
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2010,2,2063
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2011,1,1842
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2011,4,1760
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2012,3,1649
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2013,2,1592
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2014,1,1547
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2014,4,1434
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2015,3,1504
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2016,2,1470
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2017,1,1346
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2010,3,319
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2011,2,318
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2012,1,306
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2011,3,657
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2012,2,645
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2013,1,564
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2013,4,579
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2014,3,631
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2015,2,631
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2016,1,732
6,Education,"Education subtopics, education appropriations, and education policy",2015,4,960
6,Education,"Education subtopics, education appropriations, and education policy",2016,3,934
6,Education,"Education subtopics, education appropriations, and education policy",2017,2,920
6,Education,"Education subtopics, education appropriations, and education policy",2018,1,969
6,Education,"Education subtopics, education appropriations, and education policy",2018,4,916
6,Education,"Education subtopics, education appropriations, and education policy",2019,3,937
6,Education,"Education subtopics, education appropriations, and education policy",2020,2,986
6,Education,"Education subtopics, education appropriations, and education policy",2021,1,985
6,Education,"Education subtopics, education appropriations, and education policy",2021,4,1035
6,Education,"Education subtopics, education appropriations, and education policy",2022,3,1090
6,Education,"Education subtopics, education appropriations, and education policy",2023,2,1109
6,Education,"Education subtopics, education appropriations, and education policy",2024,1,1150
6,Education,"Education subtopics, education appropriations, and education policy",2024,4,1078
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2010,4,1516
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2011,3,1481
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2012,2,1443
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2013,1,1309
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2013,4,1325
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2014,3,1402
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2015,2,1437
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2016,1,1349
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2016,4,1261
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2017,3,1332
2,"Civil Rights, Minority Issues, and Civil Liberties","Civil rights subtopics and issues related to civil rights, minority issues, and civil liberties",2020,4,237
2,"Civil Rights, Minority Issues, and Civil Liberties","Civil rights subtopics and issues related to civil rights, minority issues, and civil liberties",2021,3,330
2,"Civil Rights, Minority Issues, and Civil Liberties","Civil rights subtopics and issues related to civil rights, minority issues, and civil liberties",2022,2,344
2,"Civil Rights, Minority Issues, and Civil Liberties","Civil rights subtopics and issues related to civil rights, minority issues, and civil liberties",2023,1,271
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2010,3,3226
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2011,2,3069
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2012,1,3009
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2012,4,2835
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2013,3,3023
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2014,2,3039
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2015,1,3106
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2015,4,3066
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2016,3,3182
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2017,2,3456
3,Health,"Healthcare subtopics, appropriations for healthcare agencies, and other health issues",2018,1,3442
4,Agriculture,"Agriculture subtopics, appropriations for agriculture agencies, and agricultural policy",2010,1,1174
4,Agriculture,"Agriculture subtopics, appropriations for agriculture agencies, and agricultural policy",2010,4,1173
4,Agriculture,"Agriculture subtopics, appropriations for agriculture agencies, and agricultural policy",2011,3,1154
4,Agriculture,"Agriculture subtopics, appropriations for agriculture agencies, and agricultural policy",2012,2,1254
4,Agriculture,"Agriculture subtopics, appropriations for agriculture agencies, and agricultural policy",2013,1,1187
6,Education,"Education subtopics, education appropriations, and education policy",2023,4,1105
6,Education,"Education subtopics, education appropriations, and education policy",2024,3,1130
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2018,4,1262
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2019,3,1350
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2020,2,1363
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2021,1,1354
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2021,4,1525
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2022,3,1598
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2017,3,717
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2018,2,727
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2019,1,698
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2019,4,746
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2020,3,839
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2021,2,989
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2022,1,1052
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2022,4,1018
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2023,3,1008
5,Labor and Employment,"Labor and employment subtopics, appropriations for labor agencies, and labor policy",2024,2,1004
6,Education,"Education subtopics, education appropriations, and education policy",2010,3,1019
6,Education,"Education subtopics, education appropriations, and education policy",2011,2,982
6,Education,"Education subtopics, education appropriations, and education policy",2012,1,913
6,Education,"Education subtopics, education appropriations, and education policy",2012,4,797
6,Education,"Education subtopics, education appropriations, and education policy",2013,3,898
6,Education,"Education subtopics, education appropriations, and education policy",2014,2,903
